CC_PROPERTY_ID,PUBLIC_LISTING_COMMENTS
572509272,"use show assist for appointments need 24 hour notice to coordinate & confirm with tenant. showings after 5pm on tuesdays and thursdays and fridays 5 to 7pm only ..saturdays by appointment need 24 hour notice. enter complex go straight to end turn left building on left #11 park in guest spots on side of building. non numbered spots. enter building #11 top floor #43 please be courteous use mask and do not delay in apartment. direct all questions to me not tenant. owner requires one month security deposit,first months rent and realtor fee of one month rent."
647861064,
513004617,river lot. home needs to be removed. do not enter. selling for lot purposes only. no sign
188184560,"central ac,private backyard,lots of room!"
649789545,"this is a package deal with 521 w dominick st. this prime multi-family offering includes two 4-unit buildings,totaling 8 units,each featuring spacious 1-bedroom layouts. while the buildings could benefit from some updates and improvements,a bit of strategic effort will go a long way—making this a high-yield investment opportunity. the property is being sold as part of a package deal with an additional neighboring 4-unit building,for a combined total of 12 units—ideal for investors looking to expand their portfolio. located in a desirable rental market with easy access to transit,retail,and major employers,this is a rare chance to secure multiple assets in one transaction. don’t miss this opportunity to add value and maximize returns!"
747068490,"sale may be subject to term & conditions of an offering plan. 20% down . 30% dti maximum. as per owner requested buyer must provide full credit report,last 2 years tax returns,w2,and proof of funds with the offer . board requires 700 plus fico score. text a copy of covid-19 disclosure to lb when making appt.. text lb ben @917-678-8888 for appt."
188769719,"beautiful,stunning,gorgeous almost 3,000 sq. ft. home with 4 bedrooms,3 full baths,full partially finished basement nestled on just shy one acre property. upstairs has huge master with en' suite bath,2 additional king size bedrooms and full bath. first floor has a queen size bedroom,full bath,formal living room and dining room,large chef's kitchen with double wall ovens,all ss appliances and granite counters,family room,covered front and back porch. horse property permitting two horses with walk-able access to picturesque connetquot river state park. property is fully fenced,detached two car garage with electric,two 140 ft. driveways connected by circular driveway in front,cac,ig sprinkler system. way too much to list!!! must see!!!! won't last!!!!"
497026782,"what a buy!! looking for that 4 bedroom colonial you thought you could never afford, here it is. this one will be gone in a jiffy. house is need of cosmetics, landscaping and etc. this eat in country kitchen is very large. property is wider than deep. fabulous street, cul de sac. house is priced low due to work needed. sold as is.****"
188734976,"lovely ranch with full finished basement and oversized one car garage.updated roof,windows,chimney insert,hw htr,oil tank,electric,jacuzzi tub,slomins alarm,new kit floor,new carpet in 2 br's. nat. gas in house for stove. taxes w/ star $6044.76"
183415310,"house features, wine cellar, wood burning fire place in living room, built in bookcases in living room, beautiful hardwood floors,cedar wood closets, window seat in living room and master bedroom, 3 season sunroom, built in corner cabinet in dining room, rustic barn style kitchen flooring, a lot of natural woodwork! come take a look! crown moldings fresh paint 2 linen closets archway between living and dining room"
185509619,"welcome to easy living in this beautifully maintained ranch home. features include: bright and airy open concept living space; eat-in kitchen with ample storage; generous sized bedrooms and closet space; convenient first floor laundry; attached 2 car garage; private,peaceful backyard with screened-in porch. large,clean,dry basement with plumbing roughed in for a bathroom. located in a quiet neighborhood just minutes from shopping,restaurants and highways."
187147493,"great starter home! private development, gated community, tree lined street, assigned off street, parking space, near all, short distance to grasmere train station, bus stops, stores, highways, and vz bridge. 2 bedrooms, 2 bathrooms, central air, washer/dryer hookup, deck and yard fenced. current tenants packed and moving out."
652359054,"bright semi-detached upper corner unit, 1 br, large lr, separate dining room, renovated bathroom and kitchen and all hwf's."
497751342,"completely remodeled from top to bottom, inside and out . this unit sparkles. all new appliances, kitchen cabinets, counter tops ,backsplash, faucets, lighting, carpets , trim including crown mouldings, sliding door, flat screen tv is included finished lower level walkout with wet bar and patio, deck off living room . no hoa fees. care free living in a beautiful setting and in a convient location."
